Solution # - Weight - Value - Score
0 - 1110 - 2206 - 2206.0
1 - 1110 - 2206 - 2206.0
2 - 1110 - 2206 - 2206.0
3 - 1110 - 2206 - 2206.0
4 - 1110 - 2206 - 2206.0
5 - 1110 - 2206 - 2206.0
6 - 1110 - 2206 - 2206.0
7 - 1110 - 2206 - 2206.0
8 - 1110 - 2206 - 2206.0
9 - 1110 - 2206 - 2206.0
10 - 1110 - 2206 - 2206.0
11 - 1110 - 2206 - 2206.0
12 - 1110 - 2206 - 2206.0
13 - 1110 - 2206 - 2206.0
14 - 1110 - 2206 - 2206.0
15 - 1110 - 2206 - 2206.0
16 - 1110 - 2206 - 2206.0
17 - 1110 - 2206 - 2206.0
18 - 1110 - 2206 - 2206.0
19 - 1110 - 2206 - 2206.0
20 - 1110 - 2206 - 2206.0
21 - 1110 - 2206 - 2206.0
22 - 1110 - 2206 - 2206.0
23 - 1110 - 2206 - 2206.0
24 - 1110 - 2206 - 2206.0
25 - 1110 - 2206 - 2206.0
26 - 1110 - 2206 - 2206.0
27 - 1110 - 2206 - 2206.0
28 - 1110 - 2206 - 2206.0
29 - 1110 - 2206 - 2206.0
30 - 1110 - 2206 - 2206.0
31 - 1110 - 2206 - 2206.0
32 - 1110 - 2206 - 2206.0
33 - 1110 - 2206 - 2206.0
34 - 1110 - 2206 - 2206.0
35 - 1110 - 2206 - 2206.0
36 - 1110 - 2206 - 2206.0
37 - 1110 - 2206 - 2206.0
38 - 1110 - 2206 - 2206.0
39 - 1110 - 2206 - 2206.0
40 - 1110 - 2206 - 2206.0
41 - 1110 - 2206 - 2206.0
42 - 1110 - 2206 - 2206.0
43 - 1110 - 2206 - 2206.0
44 - 1110 - 2206 - 2206.0
45 - 1110 - 2206 - 2206.0
46 - 1110 - 2206 - 2206.0
47 - 1110 - 2206 - 2206.0
48 - 1110 - 2206 - 2206.0
49 - 1110 - 2206 - 2206.0
50 - 1110 - 2206 - 2206.0
51 - 1110 - 2206 - 2206.0
52 - 1110 - 2206 - 2206.0
53 - 1110 - 2206 - 2206.0
54 - 1110 - 2206 - 2206.0
55 - 1110 - 2206 - 2206.0
56 - 1110 - 2206 - 2206.0
57 - 1110 - 2206 - 2206.0
58 - 1110 - 2206 - 2206.0
59 - 1110 - 2206 - 2206.0
60 - 1110 - 2206 - 2206.0
61 - 1110 - 2206 - 2206.0
62 - 1110 - 2206 - 2206.0
63 - 1110 - 2206 - 2206.0
64 - 1110 - 2206 - 2206.0
65 - 1110 - 2206 - 2206.0
66 - 1110 - 2206 - 2206.0
67 - 1110 - 2206 - 2206.0
68 - 1110 - 2206 - 2206.0
69 - 1110 - 2206 - 2206.0
70 - 1110 - 2206 - 2206.0
71 - 1110 - 2206 - 2206.0
72 - 1110 - 2206 - 2206.0
73 - 1110 - 2206 - 2206.0
74 - 1110 - 2206 - 2206.0
75 - 1110 - 2206 - 2206.0
76 - 1110 - 2206 - 2206.0
77 - 1110 - 2206 - 2206.0
78 - 1110 - 2206 - 2206.0
79 - 1110 - 2206 - 2206.0
80 - 1110 - 2206 - 2206.0
81 - 1110 - 2206 - 2206.0
82 - 1110 - 2206 - 2206.0
83 - 1110 - 2206 - 2206.0
84 - 1110 - 2206 - 2206.0
85 - 1110 - 2206 - 2206.0
86 - 1110 - 2206 - 2206.0
87 - 1110 - 2206 - 2206.0
88 - 1110 - 2206 - 2206.0
89 - 1110 - 2206 - 2206.0
90 - 1110 - 2206 - 2206.0
91 - 1110 - 2206 - 2206.0
92 - 1110 - 2206 - 2206.0
93 - 1110 - 2206 - 2206.0
94 - 1110 - 2206 - 2206.0
95 - 1110 - 2206 - 2206.0
96 - 1110 - 2206 - 2206.0
97 - 1110 - 2206 - 2206.0
98 - 1110 - 2206 - 2206.0
99 - 1110 - 2206 - 2206.0
100 - 1110 - 2206 - 2206.0
101 - 1110 - 2206 - 2206.0
102 - 1110 - 2206 - 2206.0
103 - 1110 - 2206 - 2206.0
104 - 1110 - 2206 - 2206.0
105 - 1110 - 2206 - 2206.0
106 - 1110 - 2206 - 2206.0
107 - 1110 - 2206 - 2206.0
108 - 1110 - 2206 - 2206.0
109 - 1110 - 2206 - 2206.0
110 - 1110 - 2206 - 2206.0
111 - 1110 - 2206 - 2206.0
112 - 1110 - 2206 - 2206.0
113 - 1110 - 2206 - 2206.0
114 - 1110 - 2206 - 2206.0
115 - 1110 - 2206 - 2206.0
116 - 1110 - 2206 - 2206.0
117 - 1110 - 2206 - 2206.0
118 - 1110 - 2206 - 2206.0
119 - 1110 - 2206 - 2206.0
120 - 1110 - 2206 - 2206.0
121 - 1110 - 2206 - 2206.0
122 - 1110 - 2206 - 2206.0
123 - 1110 - 2206 - 2206.0
124 - 1110 - 2206 - 2206.0
125 - 1110 - 2206 - 2206.0
126 - 1110 - 2206 - 2206.0
127 - 1110 - 2206 - 2206.0
128 - 1110 - 2206 - 2206.0
129 - 1110 - 2206 - 2206.0
130 - 1110 - 2206 - 2206.0
