Solution # - Weight - Value - Score
0 - 0 - 0 - 0.0
1 - 54 - 107 - 107.0
2 - 105 - 204 - 204.0
3 - 150 - 298 - 298.0
4 - 197 - 399 - 399.0
5 - 247 - 498 - 498.0
6 - 294 - 595 - 595.0
7 - 294 - 595 - 595.0
8 - 294 - 595 - 595.0
9 - 294 - 595 - 595.0
10 - 294 - 595 - 595.0
11 - 247 - 498 - 498.0
12 - 295 - 598 - 598.0
13 - 295 - 598 - 598.0
14 - 295 - 598 - 598.0
15 - 295 - 598 - 598.0
16 - 247 - 498 - 498.0
17 - 299 - 601 - 601.0
18 - 299 - 601 - 601.0
19 - 299 - 601 - 601.0
20 - 247 - 498 - 498.0
21 - 298 - 601 - 601.0
22 - 298 - 601 - 601.0
23 - 247 - 498 - 498.0
24 - 295 - 596 - 596.0
25 - 247 - 498 - 498.0
26 - 197 - 399 - 399.0
27 - 244 - 496 - 496.0
28 - 292 - 596 - 596.0
29 - 292 - 596 - 596.0
30 - 292 - 596 - 596.0
31 - 292 - 596 - 596.0
32 - 244 - 496 - 496.0
33 - 296 - 599 - 599.0
34 - 296 - 599 - 599.0
35 - 296 - 599 - 599.0
36 - 244 - 496 - 496.0
37 - 295 - 599 - 599.0
38 - 295 - 599 - 599.0
39 - 244 - 496 - 496.0
40 - 292 - 594 - 594.0
41 - 244 - 496 - 496.0
42 - 197 - 399 - 399.0
43 - 245 - 499 - 499.0
44 - 297 - 602 - 602.0
45 - 297 - 602 - 602.0
46 - 297 - 602 - 602.0
47 - 245 - 499 - 499.0
48 - 296 - 602 - 602.0
49 - 296 - 602 - 602.0
50 - 245 - 499 - 499.0
51 - 293 - 597 - 597.0
52 - 245 - 499 - 499.0
53 - 197 - 399 - 399.0
54 - 249 - 502 - 502.0
55 - 300 - 605 - 605.0
56 - 300 - 605 - 605.0
57 - 249 - 502 - 502.0
58 - 297 - 600 - 600.0
59 - 249 - 502 - 502.0
60 - 197 - 399 - 399.0
61 - 248 - 502 - 502.0
62 - 296 - 600 - 600.0
63 - 248 - 502 - 502.0
64 - 197 - 399 - 399.0
65 - 245 - 497 - 497.0
66 - 197 - 399 - 399.0
67 - 150 - 298 - 298.0
68 - 200 - 397 - 397.0
69 - 247 - 494 - 494.0
70 - 295 - 594 - 594.0
71 - 295 - 594 - 594.0
72 - 295 - 594 - 594.0
73 - 295 - 594 - 594.0
74 - 247 - 494 - 494.0
75 - 299 - 597 - 597.0
76 - 299 - 597 - 597.0
77 - 299 - 597 - 597.0
78 - 247 - 494 - 494.0
79 - 298 - 597 - 597.0
80 - 298 - 597 - 597.0
81 - 247 - 494 - 494.0
82 - 295 - 592 - 592.0
83 - 247 - 494 - 494.0
