Solution # - Weight - Value - Score
0 - 0 - 0 - 0.0
1 - 50 - 101 - 101.0
2 - 101 - 202 - 202.0
3 - 151 - 306 - 306.0
4 - 203 - 402 - 402.0
5 - 262 - 498 - 498.0
6 - 262 - 498 - 498.0
7 - 262 - 498 - 498.0
8 - 262 - 498 - 498.0
9 - 203 - 402 - 402.0
10 - 253 - 502 - 502.0
11 - 253 - 502 - 502.0
12 - 253 - 502 - 502.0
13 - 203 - 402 - 402.0
14 - 252 - 510 - 510.0
15 - 252 - 510 - 510.0
16 - 203 - 402 - 402.0
17 - 253 - 498 - 498.0
18 - 203 - 402 - 402.0
19 - 151 - 306 - 306.0
20 - 210 - 402 - 402.0
21 - 260 - 502 - 502.0
22 - 260 - 502 - 502.0
23 - 260 - 502 - 502.0
24 - 210 - 402 - 402.0
25 - 259 - 510 - 510.0
26 - 259 - 510 - 510.0
27 - 210 - 402 - 402.0
28 - 260 - 498 - 498.0
29 - 210 - 402 - 402.0
30 - 151 - 306 - 306.0
31 - 201 - 406 - 406.0
32 - 250 - 514 - 514.0
33 - 300 - 610 - 610.0
34 - 250 - 514 - 514.0
35 - 201 - 406 - 406.0
36 - 251 - 502 - 502.0
37 - 201 - 406 - 406.0
38 - 151 - 306 - 306.0
39 - 200 - 414 - 414.0
40 - 250 - 510 - 510.0
41 - 200 - 414 - 414.0
42 - 151 - 306 - 306.0
43 - 201 - 402 - 402.0
44 - 151 - 306 - 306.0
45 - 101 - 202 - 202.0
46 - 153 - 298 - 298.0
47 - 212 - 394 - 394.0
48 - 262 - 494 - 494.0
49 - 262 - 494 - 494.0
50 - 262 - 494 - 494.0
51 - 212 - 394 - 394.0
52 - 261 - 502 - 502.0
53 - 261 - 502 - 502.0
54 - 212 - 394 - 394.0
55 - 262 - 490 - 490.0
56 - 212 - 394 - 394.0
57 - 153 - 298 - 298.0
58 - 203 - 398 - 398.0
59 - 252 - 506 - 506.0
60 - 252 - 506 - 506.0
61 - 203 - 398 - 398.0
62 - 253 - 494 - 494.0
63 - 203 - 398 - 398.0
64 - 153 - 298 - 298.0
65 - 202 - 406 - 406.0
66 - 252 - 502 - 502.0
67 - 202 - 406 - 406.0
68 - 153 - 298 - 298.0
69 - 203 - 394 - 394.0
70 - 153 - 298 - 298.0
71 - 101 - 202 - 202.0
72 - 160 - 298 - 298.0
73 - 210 - 398 - 398.0
74 - 259 - 506 - 506.0
75 - 259 - 506 - 506.0
76 - 210 - 398 - 398.0
77 - 260 - 494 - 494.0
78 - 210 - 398 - 398.0
79 - 160 - 298 - 298.0
80 - 209 - 406 - 406.0
81 - 259 - 502 - 502.0
82 - 209 - 406 - 406.0
83 - 160 - 298 - 298.0
84 - 210 - 394 - 394.0
85 - 160 - 298 - 298.0
86 - 101 - 202 - 202.0
87 - 151 - 302 - 302.0
88 - 200 - 410 - 410.0
89 - 250 - 506 - 506.0
90 - 200 - 410 - 410.0
91 - 151 - 302 - 302.0
92 - 201 - 398 - 398.0
93 - 151 - 302 - 302.0
94 - 101 - 202 - 202.0
95 - 150 - 310 - 310.0
96 - 200 - 406 - 406.0
97 - 150 - 310 - 310.0
98 - 101 - 202 - 202.0
